last_name, first_name,player_id,year,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,
Farmer, Kyle,571657,2023,.259,.422,.324,.321,.163,88.4,13.1,38.9,8,
Haniger, Mitch,571745,2023,.266,.463,.336,.315,.197,90.9,16.7,39.3,11.2,
Hernandez, Enrique,571771,2023,.204,.305,.252,.259,.101,87.8,17.3,28.1,3.8,
Lamb, Jake,571875,2023,.228,.365,.277,.271,.137,89.1,12,36.1,5.6,
Maile, Luke,571912,2023,.244,.436,.314,.292,.192,86.4,13.9,34.9,11.6,
Muncy, Max,571970,2023,.226,.526,.377,.360,.300,91,22.2,31.6,18.2,
Myers, Wil,571976,2023,.189,.299,.251,.259,.110,87.5,10.5,29.6,6.2,
Owings, Chris,572008,2023,.132,.162,.129,.132,.030,88.9,20.1,15.4,0,
Pollock, AJ,572041,2023,.202,.349,.265,.254,.147,89.3,13,24.8,6.9,
Singleton, Jon,572138,2023,.107,.155,.168,.191,.048,90.1,12.3,22.2,0,
Taylor, Michael A.,572191,2023,.225,.446,.309,.273,.221,87.9,12.7,29.7,13.7,
Thompson, Trayce,572204,2023,.165,.403,.315,.309,.238,90.8,21.5,30,20,
Voit III, Luke,572228,2023,.226,.353,.285,.289,.127,86.7,12.5,43.9,7.3,
Walker, Christian,572233,2023,.246,.446,.335,.325,.200,88.9,16.7,31.8,10.5,
Zunino, Mike,572287,2023,.158,.274,.243,.254,.116,85.9,15.1,28.6,7.9,
Carpenter, Matt,572761,2023,.166,.331,.298,.306,.165,87,25,33.9,11.6,
Dickerson, Corey,572816,2023,.253,.366,.285,.286,.113,88.1,9.4,32.5,3.4,
Ruf, Darin,573131,2023,.255,.461,.361,.360,.206,94,7.5,39.4,12.1,
Yastrzemski, Mike,573262,2023,.240,.442,.329,.320,.202,90.7,18.2,34.8,9.9,
Contreras, Willson,575929,2023,.270,.471,.364,.363,.200,92,10.6,34.4,11.6,
Bryant, Kris,592178,2023,.260,.424,.340,.346,.164,86,14.2,34.9,5.1,
Canha, Mark,592192,2023,.240,.375,.322,.343,.135,88.4,11.2,32.2,5.7,
Casali, Curt,592200,2023,.204,.281,.278,.315,.077,85.1,21,30,1.7,
Castellanos, Nick,592206,2023,.261,.437,.324,.306,.175,88.7,12.3,33.9,10.2,
Drury, Brandon,592273,2023,.254,.439,.321,.302,.186,90,12.5,34.1,11.1,
Judge, Aaron,592450,2023,.304,.766,.482,.426,.462,97.5,21.2,41.8,30.6,
Machado, Manny,592518,2023,.248,.451,.330,.312,.202,90.9,15.5,27.9,9.4,
Pederson, Joc,592626,2023,.263,.497,.379,.380,.235,91.5,13.9,31.6,13.2,
Ramos, Henry,592656,2023,.226,.314,.304,.343,.088,82.7,14.4,31.9,4.3,
Realmuto, J.T.,592663,2023,.249,.455,.334,.316,.206,89.3,15.6,37.7,11.5,
Renfroe, Hunter,592669,2023,.233,.388,.299,.295,.155,89,15.2,30.9,6.6,
Rosario, Eddie,592696,2023,.244,.430,.313,.295,.185,89.5,14.6,36,10.2,
Yelich, Christian,592885,2023,.295,.482,.374,.379,.187,92.6,4.9,30.8,9.3,
Merrifield, Whit,593160,2023,.252,.351,.292,.306,.099,85.2,13.1,38.4,2.8,
Bogaerts, Xander,593428,2023,.250,.388,.319,.329,.138,87.8,6.6,29.4,6.1,
Alberto, Hanser,593643,2023,.235,.339,.270,.276,.104,84.3,15.5,33.3,4.2,
Polanco, Jorge,593871,2023,.249,.504,.348,.309,.255,87.1,21.2,36,13.5,
Duvall, Adam,594807,2023,.222,.440,.314,.293,.219,87.7,28.4,37.4,12.2,
Kiermaier, Kevin,595281,2023,.272,.365,.315,.337,.092,86.7,7,31.1,3.8,
Wallach, Chad,595453,2023,.226,.421,.311,.296,.195,89.3,18.9,40.5,11.4,
Alfaro, Jorge,595751,2023,.206,.328,.266,.267,.122,88.9,-6.1,18.2,6.1,
Profar, Jurickson,595777,2023,.252,.353,.314,.337,.101,86.6,13.6,39.5,4.3,
Baez, Javier,595879,2023,.236,.343,.273,.275,.108,87.8,7.8,27.2,3.8,
Cave, Jake,595909,2023,.179,.326,.252,.237,.148,87.6,15.7,26.1,7.2,
Gallagher, Cam,595956,2023,.166,.225,.190,.200,.059,82.4,17.7,24.7,2.5,
Hedges, Austin,595978,2023,.205,.275,.248,.267,.070,87,14.7,29.7,0.7,
Lindor, Francisco,596019,2023,.252,.474,.355,.340,.222,91.8,18.7,39.2,11.6,
Odor, Rougned,596059,2023,.239,.382,.318,.331,.143,90.1,19.9,38.6,6.9,
Slater, Austin,596103,2023,.244,.460,.338,.320,.215,91.6,11.2,31.7,12.2,
Stubbs, Garrett,596117,2023,.161,.188,.218,.257,.027,81.3,21.8,17.3,0,
Vogelbach, Daniel,596129,2023,.220,.365,.306,.322,.145,91.5,12.6,27.8,6.3,
Sanchez, Gary,596142,2023,.237,.506,.351,.313,.269,89.7,16.1,28.9,14.8,
Kepler, Max,596146,2023,.256,.493,.347,.317,.237,91.5,12.8,35.2,12,
Choi, Ji Man,596847,2023,.247,.552,.349,.280,.305,93.4,14,37.3,23.5,
Bradley Jr., Jackie,598265,2023,.183,.313,.242,.235,.130,88.1,5.3,23.4,7.8,
Motter, Taylor,600301,2023,.208,.282,.251,.271,.075,89.1,17.2,37,11.1,
Candelario, Jeimer,600869,2023,.249,.433,.337,.337,.183,88.5,14.6,37.9,7.6,
Daza, Yonathan,602074,2023,.229,.304,.253,.265,.075,85,13.6,30.2,1.6,
Urias, Ramon,602104,2023,.223,.346,.287,.295,.123,89.7,9.9,32.3,8.5,
Ahmed, Nick,605113,2023,.224,.324,.263,.268,.101,84.5,10.4,34.2,2.6,
Anderson, Brian,605119,2023,.228,.385,.318,.322,.156,87.1,9.3,33.8,10.6,
Barnes, Austin,605131,2023,.192,.283,.256,.274,.091,83.4,5.5,25.6,2.2,
Bell, Josh,605137,2023,.273,.456,.354,.357,.183,90.2,8.9,32.2,9.5,
Betts, Mookie,605141,2023,.286,.567,.406,.388,.281,92.5,20.5,40.1,13.3,
Caratini, Victor,605170,2023,.246,.373,.319,.338,.127,92.8,9.8,26.4,5.7,
Davis, J.D.,605204,2023,.253,.428,.338,.336,.176,91.6,8.2,36.1,9.7,
Castro, Harold,605612,2023,.247,.353,.269,.266,.106,85.7,9.9,38.9,3.6,
Arcia, Orlando,606115,2023,.258,.421,.324,.320,.163,89.1,5.2,32,7.3,
Tapia, Raimel,606132,2023,.227,.345,.301,.310,.118,86,3.1,33.3,6.9,
Hernandez, Teoscar,606192,2023,.253,.468,.331,.302,.214,90.8,13.3,35.8,14.2,
Marte, Ketel,606466,2023,.269,.434,.343,.349,.165,90.6,11.6,31.6,8.7,
Haase, Eric,606992,2023,.218,.312,.254,.260,.094,87.5,13.1,29.8,5.1,
Nimmo, Brandon,607043,2023,.259,.444,.354,.360,.185,91.9,11.6,34.3,9.2,
Peterson, Jace,607054,2023,.218,.343,.293,.310,.126,85.8,14.5,33.5,5.5,
Turner, Trea,607208,2023,.253,.390,.303,.304,.137,89.5,13.7,36.4,6.2,
Pillar, Kevin,607680,2023,.259,.431,.308,.286,.172,88.4,19.3,42.9,9.9,
Stallings, Jacob,607732,2023,.193,.295,.266,.288,.102,89.5,6.1,27.2,6.1,
Ramirez, Jose,608070,2023,.291,.478,.359,.366,.186,89.4,19.7,36.6,7.6,
Bregman, Alex,608324,2023,.250,.413,.336,.348,.163,88,19.5,36.1,5.5,
Gallo, Joey,608336,2023,.153,.414,.297,.271,.261,93.4,28,30,20,
Kelly, Carson,608348,2023,.178,.232,.212,.230,.055,85.9,9.2,23.2,0,
Seager, Corey,608369,2023,.332,.652,.441,.399,.320,94.5,12.2,39.9,19.3,
Winker, Jesse,608385,2023,.201,.291,.286,.322,.091,86.8,13.6,33.6,4.3,
Murphy, Tom,608596,2023,.264,.517,.360,.316,.253,89.6,13.7,43.3,15.5,
Jankowski, Travis,608671,2023,.265,.319,.314,.361,.055,85.6,6.5,27.7,0,
Refsnyder, Rob,608701,2023,.276,.396,.357,.397,.120,87.5,12.1,46.6,4.3,
Meneses, Joey,608841,2023,.243,.356,.284,.289,.113,89.2,9,31.5,5.7,
Andujar, Miguel,609280,2023,.221,.387,.287,.268,.166,86.4,0.9,19.2,11.5,
Vosler, Jason,613564,2023,.157,.301,.216,.196,.144,86,25.8,29.7,8.1,
Cordero, Franchy,614173,2023,.221,.439,.291,.243,.219,91.4,8.8,31.8,15.9,
Reyes, Franmil,614177,2023,.175,.335,.262,.232,.160,93,-2.1,27,16.2,
Swanson, Dansby,621020,2023,.262,.490,.362,.346,.228,89.4,12.2,36.4,13.5,
Newman, Kevin,621028,2023,.272,.374,.313,.331,.102,86.4,12.5,35.3,2.6,
Taylor, Chris,621035,2023,.211,.417,.309,.297,.206,86.7,22.9,36.2,11.3,
Correa, Carlos,621043,2023,.242,.411,.318,.316,.169,89.7,10.5,30.6,9.9,
Taylor, Tyrone,621438,2023,.234,.385,.274,.248,.151,87.3,17.3,32.4,5.4,
Buxton, Byron,621439,2023,.214,.430,.320,.305,.215,91.5,20.1,33.2,14.6,
Rios, Edwin,621458,2023,.154,.278,.274,.303,.124,89.5,20.9,50,8.3,
Stewart, DJ,621466,2023,.234,.403,.340,.361,.169,88.9,9.2,37.5,8.3,
Ward, Taylor,621493,2023,.252,.425,.338,.339,.173,90.7,14.3,34,8.2,
Nido, Tomas,621512,2023,.165,.209,.179,.191,.044,85,5.7,26.8,0,
Remillard, Zach,621545,2023,.231,.282,.258,.292,.051,86.9,14.3,29.7,1.4,
Wisdom, Patrick,621550,2023,.216,.497,.344,.308,.281,92.3,20.3,34.4,21.1,
Wendle, Joey,621563,2023,.232,.319,.265,.273,.087,88.5,2.7,32.4,2.9,
Olson, Matt,621566,2023,.259,.580,.398,.367,.321,95.3,17.2,31.4,19,
Duffy, Matt,622110,2023,.267,.348,.301,.324,.081,85.7,11.5,38.4,2.7,
Margot, Manuel,622534,2023,.249,.350,.294,.302,.101,87.7,10.4,27.2,4.5,
Reyes, Pablo,622569,2023,.271,.396,.317,.324,.124,87.2,18.6,37.5,4.7,
Mateo, Jorge,622761,2023,.236,.370,.288,.284,.135,88.3,9.9,27.6,6.1,
Heineman, Tyler,623168,2023,.215,.274,.295,.346,.060,84.7,23,36.8,0,
Velazquez, Andrew,623205,2023,.154,.236,.234,.262,.082,87.9,11.1,29.3,2.4,
Ramirez, Harold,623912,2023,.268,.407,.321,.323,.139,89.4,7.2,27.9,4.6,
Santander, Anthony,623993,2023,.236,.435,.327,.315,.199,90.8,21.7,34.6,10.8,
Alonso, Pete,624413,2023,.252,.530,.373,.341,.278,89,16.5,32.3,14.3,
Arroyo, Christian,624414,2023,.231,.341,.269,.265,.109,86.3,11.1,35.9,4.6,
Biggio, Cavan,624415,2023,.212,.393,.304,.295,.181,88.3,16.5,39.4,11.9,
Conforto, Michael,624424,2023,.242,.405,.327,.336,.163,89.1,11.3,30.7,7.5,
Frazier, Adam,624428,2023,.281,.399,.325,.340,.117,86.1,13.9,41.5,3.7,
Trevino, Jose,624431,2023,.245,.343,.282,.290,.099,85.8,9.6,30.9,2.9,
Gordon, Nick,624503,2023,.247,.428,.292,.255,.181,89.1,9.2,34.6,4.9,
McGuire, Reese,624512,2023,.183,.248,.221,.232,.066,83.8,5.5,34.1,3.7,
Soler, Jorge,624585,2023,.255,.516,.368,.346,.260,90.7,18.1,35.3,14.4,
Sosa, Edmundo,624641,2023,.231,.364,.273,.263,.133,86.3,13.9,30.5,5.8,
Ibanez, Andy,628451,2023,.262,.448,.320,.294,.186,89.6,12.7,34.9,10.3,
Cronenworth, Jake,630105,2023,.231,.358,.302,.319,.128,87,15.7,36.2,4.1,
Frazier, Clint,640449,2023,.192,.248,.258,.298,.056,82.5,11.4,37.2,0,
Mercado, Oscar,640458,2023,.269,.326,.274,.292,.057,85.5,22.8,29.6,0,
Azocar, Jose,640492,2023,.260,.325,.264,.274,.065,85.2,11,32.6,2.3,
Anderson, Tim,641313,2023,.267,.352,.295,.309,.085,88.2,1.1,30.8,3.3,
Bauers, Jake,641343,2023,.253,.554,.374,.331,.300,91.1,15.3,40.7,21.2,
Bellinger, Cody,641355,2023,.273,.443,.336,.334,.171,86.9,17.5,37.4,6.1,
Calhoun, Willie,641432,2023,.258,.365,.304,.326,.107,90.7,11.9,35.7,3.5,
Crawford, J.P.,641487,2023,.262,.372,.340,.379,.110,89.1,14.2,35.1,4.1,
Davis, Jonathan,641505,2023,.250,.350,.296,.313,.100,84.4,7.1,35.4,4.6,
Delay, Jason,641511,2023,.222,.324,.276,.291,.103,83.8,12.8,37.8,3.7,
Dixon, Brandon,641525,2023,.189,.305,.242,.238,.116,87,16.5,32,8,
Dozier, Hunter,641531,2023,.183,.285,.243,.254,.102,84.4,12.3,29.6,3.7,
Fraley, Jake,641584,2023,.263,.409,.332,.347,.146,85.1,15.8,37.7,6.9,
Garver, Mitch,641598,2023,.241,.483,.350,.330,.242,90.9,15.9,33.7,14.1,
Guillorme, Luis,641645,2023,.193,.257,.237,.267,.065,86,10.9,34.2,1.3,
Hampson, Garrett,641658,2023,.248,.339,.299,.322,.090,85.7,15.6,38,3,
Heim, Jonah,641680,2023,.271,.471,.344,.329,.200,89.2,18.7,36.6,8.6,
Lewis, Kyle,641786,2023,.169,.280,.221,.217,.111,88,28.8,27.3,9.1,
Mancini III, Trey,641820,2023,.212,.323,.270,.283,.111,88.9,12.3,32.5,3.8,
McKinney, Billy,641856,2023,.249,.521,.361,.329,.272,89.3,9.9,43.8,15.1,
McMahon, Ryan,641857,2023,.251,.465,.345,.334,.213,91.2,8.9,37.8,12.2,
O'Neill, Tyler,641933,2023,.258,.471,.347,.331,.213,90.2,15.9,35.1,13.4,
Palacios, Josh,641943,2023,.270,.398,.306,.302,.128,90.6,4.7,30.3,5.5,
Smith, Dominic,642086,2023,.255,.372,.313,.330,.117,85.5,11.1,36.2,5,
Tellez, Rowdy,642133,2023,.234,.377,.301,.306,.143,89.3,15.7,35.9,8.3,
Thaiss, Matt,642136,2023,.235,.398,.332,.346,.163,88.9,8.9,33.5,9.7,
Thomas, Cody,642137,2023,.172,.244,.219,.234,.072,87.4,12.9,22.7,4.5,
Wade, Tyler,642180,2023,.220,.274,.251,.277,.054,85.3,8.6,21.1,0,
Mejia, Francisco,642336,2023,.203,.311,.241,.237,.108,87.5,18.9,33,4.3,
Siri, Jose,642350,2023,.215,.451,.303,.260,.236,88.8,13.2,32.9,14.6,
Rosario, Amed,642708,2023,.270,.379,.304,.312,.109,88.4,8,35,3.3,
Adames, Willy,642715,2023,.236,.433,.332,.320,.197,86.7,18,35,12.6,
Estrada, Thairo,642731,2023,.239,.375,.297,.298,.136,86,12.2,38.2,5.5,
Wynns, Austin,642851,2023,.155,.217,.199,.217,.062,85.9,17.3,28.6,2,
Benintendi, Andrew,643217,2023,.274,.366,.312,.342,.092,86.6,13.2,39.8,2.7,
Cooper, Garrett,643265,2023,.248,.419,.307,.290,.171,89.1,12.7,41.8,9.9,
Dubon, Mauricio,643289,2023,.267,.369,.291,.295,.102,86.8,8.6,34.8,4,
Jansen, Danny,643376,2023,.218,.414,.301,.281,.197,88.1,19.1,37.9,11.5,
Kemp, Tony,643393,2023,.246,.326,.299,.331,.080,87,9.8,30,1.2,
Kiner-Falefa, Isiah,643396,2023,.251,.355,.302,.322,.104,88.4,7.8,32.1,4.1,
McNeil, Jeff,643446,2023,.250,.332,.298,.327,.082,86.6,13.3,32.5,1.4,
Tauchman, Mike,643565,2023,.284,.432,.357,.376,.148,88.6,6.4,40.7,6.8,
Chang, Yu,644374,2023,.209,.358,.264,.245,.148,88.8,9.8,31.5,5.5,
Albies, Ozzie,645277,2023,.254,.455,.333,.317,.201,89.1,16.6,36.4,9.1,
Robles, Victor,645302,2023,.265,.349,.321,.355,.084,86.7,9.9,25.8,2.2,
Herrera, Jose,645444,2023,.206,.253,.261,.300,.046,85.3,8.3,26.3,0,
Ford, Mike,645801,2023,.205,.413,.300,.277,.209,89.7,18.1,38.3,17.3,
Devers, Rafael,646240,2023,.276,.548,.380,.348,.272,92.8,12.9,30.5,13.3,
Naylor, Josh,647304,2023,.296,.491,.352,.339,.196,89,13.8,37,8.8,
Diaz, Aledmys,649557,2023,.223,.305,.264,.280,.083,88,8.7,25.7,2.6,
Urias, Luis,649966,2023,.182,.323,.296,.317,.140,84.7,16.4,22.4,8.2,
Arraez, Luis,650333,2023,.320,.427,.346,.371,.107,87.9,10.8,44.6,2.5,
Jimenez, Eloy,650391,2023,.265,.445,.325,.308,.180,91.5,5.6,26.2,10.5,
Torres, Gleyber,650402,2023,.282,.475,.359,.350,.194,89.5,16.3,37.4,8.6,
Castro, Willi,650489,2023,.249,.387,.318,.332,.138,86.2,14.9,39.4,7.4,
Diaz, Yandy,650490,2023,.297,.468,.377,.385,.171,94.2,5.6,30.1,8.4,
De La Cruz, Bryan,650559,2023,.271,.441,.332,.321,.169,90.8,10,42.6,8.1,
Rengifo, Luis,650859,2023,.235,.378,.314,.325,.142,88.8,10.3,28.7,7,
Monasterio, Andruw,655316,2023,.255,.372,.320,.345,.118,88.1,15.3,42.7,4.9,
Adams, Riley,656180,2023,.223,.370,.291,.288,.147,89.4,17.6,38.9,5.6,
Chapman, Matt,656305,2023,.238,.478,.352,.336,.240,93.7,16.5,33.1,17.8,
Chavis, Michael,656308,2023,.240,.288,.267,.297,.048,85.5,12.2,39,0,
Ellis, Drew,656403,2023,.203,.464,.367,.368,.262,90.7,20.2,31.3,18.8,
Fairchild, Stuart,656413,2023,.224,.383,.312,.321,.159,87.1,15.9,32.2,7.4,
Garrett, Stone,656448,2023,.231,.391,.313,.316,.160,90.5,16.5,34.7,8.1,
Guthrie, Dalton,656495,2023,.200,.285,.281,.315,.085,85.5,25.5,47.1,0,
Haseley, Adam,656514,2023,.251,.338,.289,.308,.087,87.6,8,28.6,3.6,
Hill, Derek,656537,2023,.198,.245,.226,.246,.047,84.1,7,27.8,0,
Hilliard, Sam,656541,2023,.200,.359,.272,.262,.159,92.4,20.3,33.3,7.7,
Joe, Connor,656582,2023,.232,.396,.318,.321,.164,88.9,15.9,39.3,9.4,
McKinstry, Zach,656716,2023,.245,.390,.312,.317,.145,87.1,17.7,36,8.1,
Mullins II, Cedric,656775,2023,.236,.371,.312,.328,.135,89.5,22.2,27.9,6.6,
O'Hearn, Ryan,656811,2023,.268,.490,.344,.312,.222,92.2,14.2,38.6,10.5,
Rivera, Emmanuel,656896,2023,.271,.406,.318,.318,.136,91.1,10.7,39.2,7,
Schwarber, Kyle,656941,2023,.219,.449,.349,.352,.230,91.9,17.7,34.3,14.2,
Smith, Pavin,656976,2023,.227,.397,.329,.342,.170,90,14.3,36.2,7.8,
Thomas, Lane,657041,2023,.258,.420,.314,.304,.162,88.2,11.2,35.1,9,
Verdugo, Alex,657077,2023,.281,.424,.344,.356,.143,89,7.5,36.1,4.9,
Wong, Connor,657136,2023,.207,.364,.276,.265,.157,89.9,15,34.5,9.1,
DeJong, Paul,657557,2023,.231,.386,.301,.293,.155,85.4,17.3,36.4,7.8,
Laureano, Ramon,657656,2023,.220,.362,.288,.287,.142,88.5,13.8,37.5,9.9,
Sheets, Gavin,657757,2023,.215,.358,.282,.288,.143,89.1,17.1,29.1,6.1,
Olivares, Edward,658668,2023,.266,.435,.329,.320,.169,86.9,13.1,33.2,7.3,
Moncada, Yoan,660162,2023,.225,.325,.263,.269,.100,88.3,9,33.9,5.5,
Ohtani, Shohei,660271,2023,.301,.654,.437,.405,.353,94.7,13.4,36.5,20.1,
Hernandez, Yonny,660634,2023,.132,.169,.202,.236,.037,86.8,12.3,31.3,0,
Brujan, Vidal,660644,2023,.154,.183,.177,.197,.029,85,11.6,19,0,
Acuna Jr., Ronald,660670,2023,.352,.636,.455,.435,.284,95.1,7.9,33.5,14.1,
Ruiz, Keibert,660688,2023,.276,.437,.333,.329,.161,87.8,14.8,39.2,6.6,
Montero, Elehuris,660707,2023,.173,.232,.201,.209,.059,87.9,10.5,26.5,4.8,
Gonzalez, Oscar,660757,2023,.242,.346,.276,.280,.104,88.6,5.4,30.7,5.3,
Yepez, Juan,660766,2023,.251,.409,.318,.316,.158,81.7,24.5,37.9,10.3,
Sanchez, Jesus,660821,2023,.279,.497,.358,.338,.218,91.4,4.4,35.7,12.5,
Contreras, William,661388,2023,.261,.437,.337,.334,.176,90.8,3.7,27.8,9,
Varsho, Daulton,662139,2023,.230,.388,.300,.294,.158,87.8,19.1,35.2,7,
Perkins, Blake,663368,2023,.190,.277,.265,.294,.087,85.8,11.8,30.8,3.8,
Nootbaar, Lars,663457,2023,.264,.441,.358,.369,.177,89.6,5.6,29.6,9.6,
Nevin, Tyler,663527,2023,.189,.352,.278,.274,.163,89.7,8.9,15.8,7.9,
Hoerner, Nico,663538,2023,.267,.355,.304,.325,.088,86.8,10.3,34.7,2.4,
Cabbage, Trey,663550,2023,.165,.306,.197,.162,.141,90.2,8.7,33.3,11.1,
Riley, Austin,663586,2023,.276,.513,.365,.339,.238,92.1,12.9,36.8,13.2,
Madrigal, Nick,663611,2023,.285,.351,.315,.347,.065,86.2,4.2,32.7,1.2,
Larnach, Trevor,663616,2023,.218,.431,.326,.317,.213,89.5,17.3,44.3,13.4,
Mountcastle, Ryan,663624,2023,.276,.528,.362,.320,.252,92,13.6,36.5,14.2,
McKenna, Ryan,663630,2023,.221,.324,.269,.279,.104,91.4,12.7,28.8,6.8,
Hayes, Ke'Bryan,663647,2023,.265,.405,.308,.302,.140,92.2,12.9,35.6,6.3,
Tucker, Kyle,663656,2023,.299,.527,.392,.385,.228,90.8,13.6,33.8,9.2,
India, Jonathan,663697,2023,.250,.421,.335,.338,.170,89.4,14.6,35.9,7.4,
Bart, Joey,663698,2023,.194,.281,.241,.251,.088,84.9,15.6,22.8,5.3,
Raleigh, Cal,663728,2023,.224,.448,.326,.306,.224,89.4,19.4,34.3,12.6,
Fortes, Nick,663743,2023,.231,.359,.281,.279,.128,88.6,12.9,31.1,4.5,
Grisham, Trent,663757,2023,.217,.411,.326,.326,.194,90.8,19.6,31.5,13,
Montes, Coco,663796,2023,.152,.235,.207,.214,.083,82.5,19.8,34.6,3.8,
Vierling, Matt,663837,2023,.279,.407,.330,.339,.128,89.4,8.5,29.6,4,
Rivas III, Alfonso,663845,2023,.222,.349,.311,.337,.126,92,13.8,44.4,5.6,
Gonzalez, Romy,663853,2023,.216,.401,.281,.236,.185,90.5,5,40.7,13.6,
Stephenson, Tyler,663886,2023,.243,.383,.316,.328,.140,88.5,9.4,34.8,7.2,
Lowe, Nathaniel,663993,2023,.267,.408,.341,.364,.141,89.7,7.6,38,6.2,
Happ, Ian,664023,2023,.243,.411,.352,.376,.167,89.5,12.2,36.7,9.6,
Mathias, Mark,664029,2023,.236,.288,.303,.359,.052,84.5,1.1,26.8,0,
France, Ty,664034,2023,.262,.391,.323,.335,.130,86.8,13,36.1,5.7,
Lowe, Brandon,664040,2023,.222,.442,.330,.317,.221,90.7,15.8,31.6,11.9,
Bader, Harrison,664056,2023,.252,.397,.302,.290,.146,85.8,18,33.2,5.9,
Fletcher, David,664058,2023,.215,.260,.229,.248,.044,85.2,9.3,31.7,0,
Haggerty, Sam,664059,2023,.205,.253,.261,.304,.049,86.5,16.8,29,0,
Moore, Dylan,664238,2023,.206,.586,.368,.291,.380,93.3,31.2,51.6,38.7,
Garlick, Kyle,664247,2023,.200,.565,.342,.253,.365,92.1,17.2,29.4,29.4,
Straw, Myles,664702,2023,.239,.300,.275,.305,.061,87.1,9.7,34.3,0.7,
Isbel, Kyle,664728,2023,.237,.361,.275,.268,.123,89.5,13.2,32.5,6,
Bohm, Alec,664761,2023,.282,.436,.337,.337,.154,89.4,10.3,35.3,5.5,
Lukes, Nathan,664770,2023,.191,.302,.261,.280,.112,89.5,20.2,42.9,0,
Wade Jr., LaMonte,664774,2023,.261,.459,.372,.390,.198,88.3,15.7,34.6,10.5,
Zavala, Seby,664874,2023,.175,.299,.235,.229,.124,87.5,14.8,32,6.2,
Mendick, Danny,664901,2023,.192,.246,.207,.219,.054,89.2,12.2,31.8,0,
Brown, Seth,664913,2023,.236,.481,.340,.311,.245,91.5,16,33.3,13.9,
Sullivan, Brett,664954,2023,.210,.306,.228,.223,.095,86.5,23.8,40,2.9,
McCarthy, Jake,664983,2023,.246,.334,.299,.327,.088,86.2,7.1,32.5,2.6,
Clemens, Kody,665019,2023,.222,.343,.270,.270,.121,90.4,15.2,29.3,6.1,
Walsh, Jared,665120,2023,.162,.228,.243,.280,.067,83.9,17.2,34.1,2.4,
Maton, Nick,665155,2023,.195,.337,.294,.314,.143,86.2,17.9,31.8,8.2,
Pena, Jeremy,665161,2023,.247,.364,.298,.308,.117,88.1,5.3,33.2,4.7,
Tatis Jr., Fernando,665487,2023,.298,.544,.385,.355,.245,92.2,11,33.2,11.4,
Guerrero Jr., Vladimir,665489,2023,.301,.523,.387,.377,.222,93.6,9.4,33,12.8,
Pache, Cristian,665506,2023,.267,.476,.338,.309,.209,90.8,13.4,39.5,10.5,
Soto, Juan,665742,2023,.271,.526,.405,.419,.255,93.5,6,27.6,13.7,
Taveras, Leody,665750,2023,.284,.421,.328,.328,.138,89.9,9.9,37.1,6.9,
Amaya, Miguel,665804,2023,.261,.433,.368,.383,.173,88.7,20.8,39.1,9.4,
Cabrera, Oswaldo,665828,2023,.205,.306,.255,.267,.101,88.3,13.5,25,4.6,
Cruz, Oneil,665833,2023,.213,.366,.324,.350,.153,89.5,10.5,20,4,
Valdez, Enmanuel,665839,2023,.187,.348,.255,.236,.161,86.5,10.2,32.8,11.9,
Chisholm Jr., Jazz,665862,2023,.228,.450,.321,.290,.222,91,9.3,29,12.1,
Ruiz, Esteury,665923,2023,.240,.311,.271,.293,.072,82.6,9.4,32.9,1.8,
Gimenez, Andres,665926,2023,.236,.359,.296,.307,.123,85.4,13.3,28.6,5.1,
Fermin, Freddy,666023,2023,.279,.499,.350,.319,.220,89.8,13.1,34.8,12.2,
Jones, Nolan,666134,2023,.250,.498,.360,.342,.248,91.2,10.7,33.9,13,
Kirilloff, Alex,666135,2023,.256,.407,.332,.345,.152,88.5,12.7,43,7,
Lowe, Josh,666139,2023,.256,.455,.326,.303,.200,89,15.2,35.1,11.1,
Fletcher, Dominic,666150,2023,.220,.325,.263,.275,.105,89.7,8.5,38.4,4.1,
Hamilton, David,666152,2023,.148,.176,.223,.273,.029,88.9,16.6,15.8,0,
Moniak, Mickey,666160,2023,.257,.490,.333,.293,.233,88.7,21,43.3,14.2,
Rortvedt, Ben,666163,2023,.140,.206,.242,.288,.066,89,12.4,35.3,5.9,
Sabol, Blake,666165,2023,.206,.376,.287,.274,.170,90.3,16,32.2,12.1,
Benson, Will,666181,2023,.221,.397,.323,.329,.176,90.4,14.8,42.9,10.7,
Bichette, Bo,666182,2023,.321,.512,.373,.353,.191,90.5,5.5,41.3,9.4,
Carlson, Dylan,666185,2023,.240,.385,.321,.333,.145,89.4,14.3,34.9,5.9,
Kessinger, Grae,666197,2023,.205,.476,.344,.319,.271,86.7,15.5,30.4,13,
Trammell, Taylor,666211,2023,.165,.403,.321,.314,.239,91.5,26.2,16.7,16.7,
Naylor, Bo,666310,2023,.222,.365,.295,.299,.143,88.4,17.4,35.9,6.3,
Julien, Edouard,666397,2023,.245,.455,.348,.343,.210,88.5,7.6,42.1,15,
Morel, Christopher,666624,2023,.251,.492,.348,.318,.241,91.8,11,26.8,15.2,
Castro, Rodolfo,666801,2023,.196,.340,.281,.289,.144,87.9,9.4,29.4,8.1,
Alu, Jake,666906,2023,.220,.253,.242,.272,.032,83.9,-5.3,25,0,
